loan_id,Unnamed: 0,no_of_dependents,income_annum,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,residential_assets_value_clean,total_assets,education_graduate,education_not graduate,self_employed_no,self_employed_yes,income_bin_high,income_bin_low,income_bin_mid,loan_bin_high,loan_bin_low,loan_bin_mid,loan_amount,loan_amount_log
24,-1.7379133435529937,-1.4721227271663877,-1.6360603461773946,-1.5234579872863503,-0.7195555710610243,-1.004714112129665,-1.058956698755869,-1.4991666721373664,-1.424764106701947,-1.025836380108687,-1.537147833451918,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1400000,14.151983508870948
27,-1.737390687471522,0.890157900251061,1.0885788640676028,0.2090798961851597,0.2086971171121126,0.6428970372464785,1.2813190222390474,1.130966873369078,0.6921220860886477,0.6379865386627617,1.1569212660805672,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,28100000,17.151280169891162
28,-1.737216468777698,0.890157900251061,-0.9637467748182392,-1.1769504105920483,-0.0089621339077953,-0.4451480613981445,-0.216457439197699,-1.0318288933903537,-0.7498148858121921,-0.4607644454315913,-0.8232455769026908,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5600000,15.53827733427679
30,-1.7368680313900502,0.2995877433966988,1.3716582625346156,-0.1374276805091422,1.1945654893787547,2.2438776823949955,1.7025686520181322,2.04390578999115,0.9375581664121948,2.2547201295444523,2.2668568912264457,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,31500000,17.265498135541893
34,-1.7361711566147546,1.480728057105423,1.159348713684356,-1.5234579872863503,1.0665306358376323,-0.5539525712626069,-0.2866657108275466,0.5440775698263176,0.1398909053606664,-0.5706395438410266,0.0313527448058731,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,22000000,16.906553056777135
35,-1.7359969379209308,0.2995877433966988,-0.0791236546088245,-0.4839352572034442,-0.3290492677606011,0.3631140118807183,-0.918540155496174,0.4462626859025242,0.26260894552244,0.3554505713242137,0.1720488099652098,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,11900000,16.29204904211537
36,-1.7358227192271067,-0.2909824134576633,-1.2114412484768755,-0.4839352572034442,0.1766884037268321,-0.7249310867639047,-0.5440960401369874,-0.9666189707744914,-1.2406870464592863,-0.7433004127701391,-1.0421061227061037,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3400000,15.039286283703994
37,-1.735648500533283,0.2995877433966988,-1.246826173285252,1.2486026262680658,-0.1754074435112543,-0.6161265768994425,-1.0355539415459198,-1.0426972138263306,-1.0872894962570696,-0.6334253143607038,-1.1254815687264512,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6200000,15.64006001130563
39,-1.735300063145635,1.480728057105423,-0.5391276771177202,0.902095049573764,1.0665306358376323,-0.056560526167922,-0.8951373982862249,-0.5318861533354097,-0.6270968456504186,-0.068353379683608,-0.5835411695941911,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7700000,15.856731016694036
41,-1.7349516257579871,-0.8815525703120255,0.9470391648340966,-1.5234579872863503,0.3111249999450105,0.1921354963794204,1.4217355654987425,0.7397073376739044,1.2443532668166288,0.1827897023951011,0.943271685653426,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,18100000,16.71142255148467
42,-1.7347774070641633,-0.2909824134576633,1.4070431873429925,0.902095049573764,1.015316694421183,2.32159518944104,1.632360380388285,1.7504611382197697,0.0785318852797796,2.333202342694049,1.990675726284044,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,24900000,17.030378401595577
45,-1.7342547509826916,1.480728057105423,0.4870351423252009,1.2486026262680658,0.7912557007242194,1.684311631663475,-1.1291649703857165,0.141949713695167,0.1398909053606664,1.6896481948673567,0.401331286521166,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,13400000,16.410765339548004
47,-1.733906313595044,0.2995877433966988,-0.3268181282674607,-0.8304428338977463,0.0998674916021586,-0.7715615909915314,0.4154170054709283,-0.6731743190031112,-0.0135066448415505,-0.7903897406598971,-0.4949547581975717,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,14600000,16.496532155171714
48,-1.7337320949012198,-0.8815525703120255,-0.0791236546088245,0.5555874728794618,0.0870640062480464,-0.3052565487152644,0.93027766408981,0.3049745202348227,0.4773655158055438,-0.3194964617623173,0.3283777712533618,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,19100000,16.765198945372877
49,-1.733557876207396,0.2995877433966988,0.1331858942414349,0.2090798961851597,-0.1882109288653665,-1.020257613538874,0.8132638780400642,0.391921083722639,0.9989171864930816,-1.0415328227386065,0.1928926714702968,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20500000,16.835935492889124
50,-1.7333836575135722,-0.8815525703120255,1.5485828865764986,0.902095049573764,-0.0089621339077953,-1.1290621234033362,1.2579162650290985,2.478638607430232,2.0727000379086005,-1.1514079211480417,1.4383133963992407,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,19100000,16.765198945372877
53,-1.7328610014321004,1.480728057105423,-0.468357827500967,-1.1769504105920483,0.1638849183727198,0.2076789977886292,-1.1759704848056147,-0.607964396387249,-0.4736992954482015,0.1984861450250204,-0.567908273465376,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7600000,15.843658936835498
54,-1.7326867827382766,-0.8815525703120255,1.159348713684356,0.2090798961851597,-0.0409708472930758,1.2490935922056257,2.264234825056912,1.848276022143563,0.9989171864930816,1.2501478012296154,1.975042830155229,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,23000000,16.951004817371683
55,-1.7325125640444523,-0.2909824134576633,-0.0083538049920713,1.5951102029623678,-0.4698876066558357,0.0056134794689135,0.9770831785097084,0.4897359676464324,-0.4736992954482015,-0.0055676091639307,0.3700654942635357,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,19700000,16.796129244469636
56,-1.7323383453506287,1.480728057105423,0.5578049919419541,0.2090798961851597,0.989709723712959,-0.9580836079020384,0.1111811617415892,0.1528180341311441,0.3853269856842136,-0.9787470522189292,-0.1614529741161809,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,24500000,17.01418371633128
58,-1.7319899079629808,1.480728057105423,1.4778130369597455,1.2486026262680658,1.1369498052852496,1.8552901471647727,1.2111107506091998,2.1417206739149437,1.1523147366952986,1.8623090637964688,2.1105279299382937,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,30500000,17.233237274364523
60,-1.7316414705753331,0.890157900251061,0.1331858942414349,0.902095049573764,0.8552731274947805,-1.160149126221754,-0.0526381387280549,0.4027894041586161,-0.0441861548819939,-0.1782284780930433,0.1147281908262208,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18200000,16.716932206992077
62,-1.7312930331876852,0.2995877433966988,1.5839678113848752,1.2486026262680658,0.0358500648315975,-0.4140610585797267,-0.7547208550265299,1.2613867186008023,1.336391796937959,-0.4293715601717526,0.5211834901754159,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,30500000,17.233237274364523
64,-1.7309445958000371,0.2995877433966988,-0.64528245154285,1.5951102029623678,-0.4954945773640602,-0.8959096022652027,0.1111811617415892,-0.4775445511555244,-0.6270968456504186,-0.9159612816992516,-0.6148069618518216,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,7500000,15.830413711839864
65,-1.7307703771062135,0.890157900251061,-0.4329729026925905,1.2486026262680658,0.7720504726930509,0.0367004822873313,0.4154170054709283,-0.1949682198201213,-0.657776355690862,0.0258252760959078,-0.1041323549771918,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,12300000,16.325109901643454
67,-1.7304219397185656,0.2995877433966988,1.1239637888759797,-0.1374276805091422,0.3303302279761789,-0.1964520388508021,1.5855548659683865,1.0005470281373534,2.134059057989488,-0.209621363352882,1.1256554738229367,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,29100000,17.186248766505983
69,-1.730073502330918,0.890157900251061,0.1685708190498115,-1.1769504105920483,0.7272382739536581,-0.2897130473060555,-0.4738877685071399,-0.3362563854878229,0.1705704154011098,-0.303800019132398,-0.3386257969094198,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,12400000,16.333207111220425
72,-1.7295508462494462,1.480728057105423,0.0624160446246818,-1.1769504105920483,-1.7758431127752836,-0.7249310867639047,1.070694207349505,-0.3253880650518458,-0.2282632151246543,-0.7433004127701391,-0.2031406971263547,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18600000,16.73867219244687
74,-1.7292024088617983,0.2995877433966988,0.2393406686665647,0.902095049573764,0.4583650815173012,-0.538409069853398,1.0004859357196574,-0.2493098220000065,0.2012499254415532,-0.5549431012111072,-0.0468117358382028,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,16700000,16.630919337267223
76,-1.7288539714741504,-0.2909824134576633,-1.1406713988601225,1.2486026262680658,0.0486535501857097,-1.0513446163572917,-0.6143043117668349,-1.097038816006216,-1.1793280263783998,-1.072925707998445,-1.2192789454993425,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6500000,15.687312888712007
77,-1.7286797527803266,0.890157900251061,0.2039557438581881,0.902095049573764,0.2150988597891688,1.0781150767043275,0.6260418203604708,-0.2167048606920754,0.416006495724657,1.0774869323005027,0.4638628710364268,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14800000,16.51013780630191
78,-1.7285055340865028,-1.4721227271663877,1.3716582625346156,-0.4839352572034442,0.880880098203005,0.6584405386556874,0.8834721496699116,2.2286672374027594,1.88862297766594,0.653682981292681,1.8030809727382615,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,33500000,17.32705602664604
79,-1.728331315392679,-0.2909824134576633,1.1947336384927327,0.2090798961851597,-0.5595120041346213,1.5910506232082215,0.1111811617415892,1.120098552933101,1.2443532668166288,1.5954695390878406,1.3028282966161755,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,29400000,17.196505266322514
80,-1.7281570966988549,-1.4721227271663877,-1.5652904965606411,0.5555874728794618,-0.156202215480086,-0.849279098037576,-1.0355539415459198,-1.357878506469665,-1.2406870464592863,-0.8688719538094938,-1.380818872163766,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1400000,14.151983508870948
82,-1.7278086593112072,-1.4721227271663877,1.3008884129178624,-1.1769504105920483,1.0409236651294078,-0.6938440839454869,-1.082359455965818,2.0004325082472416,1.1216352266548553,-0.7119075275103005,0.6723014860872961,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,31200000,17.25592868483099
84,-1.7274602219235593,0.2995877433966988,-0.5391276771177202,1.5951102029623678,-0.322647525083545,0.3164835076530916,-1.1291649703857165,-0.4992811920274785,-0.504378805488645,0.3083612434344557,-0.4741108966924848,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8600000,15.9672728775028
85,-1.7272860032297357,0.2995877433966988,-0.7514372259679798,0.902095049573764,0.3175267426220666,-0.3208000501244733,0.1579866761614875,-0.4232029489756392,-0.4736992954482015,-0.3351929043922366,-0.3594696584145067,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8200000,15.919644834185693
89,-1.7265891284544397,0.890157900251061,-1.1052864740517456,-0.8304428338977463,1.111342834577025,-0.3518870529428911,-0.5909015545568858,-1.1948536999300092,-0.6270968456504186,-0.3665857896520753,-0.9326758498043972,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8000000,15.894952224644102
90,-1.7264149097606158,-0.2909824134576633,1.6547376610016284,-0.1374276805091422,-0.1433987301259737,2.6013782148068,-1.199373242015564,0.9244687850855142,0.8148401262504212,2.615738310032597,1.1829760929619255,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,37600000,17.442514634955867
93,-1.725892253679144,0.890157900251061,-0.468357827500967,-1.1769504105920483,1.156155033316418,0.2698530034254649,-0.3802767396673432,-0.1949682198201213,-0.0748656649224373,0.2612719155446977,-0.1041323549771918,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8900000,16.001561947061912
96,-1.7253695975976724,1.480728057105423,-1.7068301957941476,-1.5234579872863503,-2.3263929830021097,-1.1290621234033362,-1.082359455965818,-1.5426399538812747,-1.3940845966615036,-1.1514079211480417,-1.5996794179671787,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1100000,13.910821646859096
98,-1.7250211602100245,-0.2909824134576633,1.265503488109486,1.5951102029623678,1.264984658826372,1.140289082341163,0.789861120830115,0.90273214421356,0.722801596129091,1.14027270282018,1.1100225776941215,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,25000000,17.034386422832473
99,-1.7248469415162009,0.890157900251061,1.513197961768122,0.2090798961851597,-0.649136401613407,2.88116124017256,2.357845853896709,2.33735044176253,0.6614425760482042,2.898274277371145,2.7202108789620865,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,29400000,17.196505266322514
102,-1.724324285434729,-0.2909824134576633,-1.7068301957941476,-1.5234579872863503,0.2471075731744493,-1.0979751205849184,-1.1525677275956656,-1.5643765947532289,-1.4554436167423903,-1.120015035888203,-1.6257342448485377,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1100000,13.910821646859096
103,-1.724150066740905,-0.2909824134576633,-0.2914332034590841,1.5951102029623678,-0.2906388116982644,0.6273535358372696,-0.356873982457394,-0.379729667231731,-0.7804943958526356,0.6222900960328422,-0.1875078009975395,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,12900000,16.372737946851277
104,-1.723975848047081,0.890157900251061,-1.246826173285252,0.2090798961851597,-0.1946126715424227,-1.0358011149480828,-0.8015263694464282,-1.1731170590580553,-0.9338919460548526,-1.0572292653685258,-1.2505447377569727,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4500000,15.319588176962746
106,-1.7236274106594334,0.2995877433966988,-0.3268181282674607,0.902095049573764,1.1369498052852496,0.0677874851057491,-1.1291649703857165,0.1962913158750522,0.0478523752393362,0.0572181613557465,-0.1301871818585505,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,9700000,16.08763654656639
107,-1.7234531919656095,0.890157900251061,1.3716582625346156,0.2090798961851597,0.6440156191519286,-1.0513446163572917,2.662081697626048,0.6418924537501111,2.042020527868157,-1.072925707998445,0.8911620318907089,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,18100000,16.71142255148467
108,-1.7232789732717857,-1.4721227271663877,-0.8575920003931096,-0.8304428338977463,-0.4634858639787796,-0.9425401064928294,-0.5674987973469365,-0.5427544737713867,-0.964571456095296,-0.9630506095890096,-0.8701442652891364,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10600000,16.176364653421913
109,-1.7231047545779616,-0.8815525703120255,1.6193527361932518,-1.5234579872863503,0.3559371986844034,1.9019206513923996,0.5792363059405725,0.5984191720062029,1.8272639575850536,1.9093983916862272,1.3601489157551647,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,35900000,17.39624788131366
111,-1.7227563171903135,-1.4721227271663877,-1.7068301957941476,-0.4839352572034442,0.7336400166307143,-1.020257613538874,-1.1525677275956656,-1.5209033130093206,-1.486123126782834,-1.0415328227386065,-1.5840465218383637,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1100000,13.910821646859096
114,-1.722233661108842,1.480728057105423,0.7701145407922136,1.2486026262680658,1.380216027013382,1.8863771499831905,1.2813190222390474,0.4788676472104554,1.489789347140176,1.893701949056308,1.3966256733890667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,22100000,16.91108821173685
116,-1.7218852237211943,-1.4721227271663877,-0.64528245154285,0.2090798961851597,0.8552731274947805,-1.0513446163572917,0.2047921905813858,-0.7818575233628816,-0.504378805488645,-1.072925707998445,-0.7711359231399735,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10800000,16.195056784687036
118,-1.7215367863335465,-1.4721227271663877,-1.600675421369018,-0.8304428338977463,-0.104988274063637,-0.9114531036744116,-1.058956698755869,-1.4556933903934584,-1.3020460665401734,-0.931657724329171,-1.4641943181841135,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1600000,14.285514812209817
120,-1.7211883489458986,-0.8815525703120255,1.4070431873429925,-1.5234579872863503,0.3431337133302911,-0.8026485938099492,-0.7313180978165806,0.9462054259574684,0.2932884555628834,-0.8217826259197358,0.0678295024397752,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,32900000,17.308983246130737
123,-1.7206656928644268,-0.8815525703120255,1.1947336384927327,-0.1374276805091422,-0.597922460196958,-0.3518870529428911,0.2515977050012842,0.60928749244218,0.1705704154011098,-0.3665857896520753,0.2554242559855575,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,32900000,17.308983246130737
124,-1.720491474170603,-1.4721227271663877,1.3716582625346156,1.2486026262680658,1.2905916295345965,3.0210527528554403,-1.199373242015564,0.6527607741860881,1.9499819977468271,3.0395422610404186,1.3862037426365232,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,18700000,16.74403413530075
125,-1.7203172554767792,0.2995877433966988,0.6639597663670839,0.5555874728794618,0.3559371986844034,0.7517015471109408,1.2111107506091998,0.3593161224147079,1.6125073873019498,0.7478616370721969,0.9641155471585132,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,19500000,16.785925074816024
126,-1.720143036782955,0.2995877433966988,-1.7422151206025245,0.902095049573764,1.0089149517441274,-1.0824316191757095,-1.1759704848056147,-1.5643765947532289,-1.486123126782834,-1.1043185932582835,-1.6309452102248092,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,600000,13.304686600863562
127,-1.7199688180891313,0.890157900251061,-1.6714452709857712,-0.1374276805091422,1.2521811734722597,-1.004714112129665,-1.082359455965818,-1.5317716334452978,-1.4554436167423903,-1.025836380108687,-1.5632026603332767,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,800000,13.592368256649284
130,-1.7194461620076595,0.2995877433966988,-1.6714452709857712,0.2090798961851597,1.264984658826372,-1.113518621994127,-1.058956698755869,-1.4991666721373664,-1.4554436167423903,-1.1357114785181224,-1.578835556462092,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1200000,13.997832948091215
131,-1.7192719433138357,-1.4721227271663877,1.5485828865764986,0.5555874728794618,-0.6299311735822386,1.202463087977999,1.5855548659683865,2.065642430863104,2.594251708596138,1.2030584733398575,2.183481445206098,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,20800000,16.85046359274847
135,-1.71857506853854,0.2995877433966988,-1.2822110980936283,0.902095049573764,0.3431337133302911,-0.8181920952191581,-1.0121511843359707,-1.1405120977501242,-1.117969006297513,-0.8374790685496551,-1.2401228070044292,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5500000,15.520258832020865
137,-1.7182266311508922,-0.2909824134576633,-0.1852784290339543,-1.5234579872863503,0.7848539580471632,-1.113518621994127,0.1813894333714367,-0.1080216563323049,0.3546474756437702,-1.1357114785181224,-0.3282038661568763,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16700000,16.630919337267223
139,-1.7178781937632444,0.2995877433966988,-0.7868221507763563,0.2090798961851597,-0.6363329162592948,-0.989170610720456,-0.4738877685071399,-0.8035941642348358,-0.964571456095296,-1.0101399374787676,-0.9899964689433862,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8500000,15.955576839107596
141,-1.717529756375597,-0.2909824134576633,-0.9283618500098628,-0.1374276805091422,0.4071511401008523,-0.1187345318047576,-0.2398601964076482,-0.5862277555152948,-0.504378805488645,-0.1311391502032854,-0.4636889659399413,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,9400000,16.056220353623207
142,-1.7173555376817726,0.890157900251061,-0.5391276771177202,-0.8304428338977463,1.476242167169224,-0.9736271093112472,0.3218059766311317,-0.8144624846708128,-0.657776355690862,-0.9944434948488484,-0.76071399238743,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7500000,15.830413711839864
143,-1.7171813189879488,-1.4721227271663877,0.1331858942414349,1.2486026262680658,1.0601288931605763,-0.2897130473060555,-0.8951373982862249,-0.2275731811280524,0.2932884555628834,-0.303800019132398,-0.3594696584145067,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,16700000,16.630919337267223
145,-1.716832881600301,-0.2909824134576633,1.2301185633011094,-0.8304428338977463,0.8872818408800611,0.3164835076530916,2.7088872120459464,1.0440203098812617,1.489789347140176,0.3083612434344557,1.4591572579043277,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,32100000,17.284366619252893
147,-1.7164844442126532,0.2995877433966988,-1.3175960229020052,1.5951102029623678,0.6952295605683776,-0.7715615909915314,-0.9887484271260216,-1.0644338546982848,-1.0259304761761827,-0.7903897406598971,-1.167169291736625,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3200000,14.978661680269909
148,-1.7163102255188292,0.2995877433966988,-0.3975879778842138,0.2090798961851597,-0.5851189748428458,0.3631140118807183,-1.1759704848056147,-0.2601781424359836,-0.7804943958526356,0.3554505713242137,-0.4011573814246805,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,11100000,16.22245575637265
149,-1.7161360068250051,-1.4721227271663877,-0.0791236546088245,0.902095049573764,0.2919197719138422,1.1247455809319544,-0.9887484271260216,0.391921083722639,-0.350981255286428,1.1245762601902607,0.2814790828669162,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,11900000,16.29204904211537
152,-1.7156133507435336,1.480728057105423,1.336273337726239,-0.8304428338977463,0.6952295605683776,0.9693105668398654,0.08777840453164,0.5984191720062029,1.0602762065739684,0.9676118338910676,0.8077865858703611,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,28800000,17.175885979828397
153,-1.7154391320497098,-0.8815525703120255,0.4870351423252009,-1.5234579872863503,-2.287982526939773,1.3268110992516702,-0.7547208550265299,0.3484478019787309,-0.5350583155290883,1.3286300143792122,0.3492216327584487,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,20600000,16.840801682303496
156,-1.714916475968238,1.480728057105423,-0.0437387298004479,-0.4839352572034442,0.2407058304973932,0.2698530034254649,-1.082359455965818,-0.0971533358963279,-0.1055451749628807,0.2612719155446977,-0.2187735932551699,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,11200000,16.231424425551033
157,-1.714742257274414,-0.2909824134576633,-0.7514372259679798,0.2090798961851597,1.4506351964609994,-0.4140610585797267,-0.1930546819877499,-0.7057792803110423,-0.8725329259739658,-0.4293715601717526,-0.6721275809908106,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7700000,15.856731016694036
159,-1.7143938198867663,1.480728057105423,-1.5652904965606411,1.5951102029623678,0.2599110585285616,-0.8959096022652027,-1.199373242015564,-1.3796151473416192,-1.3327255765806167,-0.9159612816992516,-1.458983352807842,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1300000,14.077875591662238
